county,state
Umatilla,Oregon
Union,Oregon
Wallowa,Oregon
Wasco,Oregon
Washington,Oregon
Yamhill,Oregon
Adams,Pennsylvania
Allegheny,Pennsylvania
Armstrong,Pennsylvania
Beaver,Pennsylvania
Bedford,Pennsylvania
Berks,Pennsylvania
Blair,Pennsylvania
Bradford,Pennsylvania
Bucks,Pennsylvania
Butler,Pennsylvania
Cambria,Pennsylvania
Cameron,Pennsylvania
Carbon,Pennsylvania
Centre,Pennsylvania
Chester,Pennsylvania
Clarion,Pennsylvania
Clearfield,Pennsylvania
Columbia,Pennsylvania
Crawford,Pennsylvania
Cumberland,Pennsylvania
Dauphin,Pennsylvania
Delaware,Pennsylvania
Erie,Pennsylvania
Fayette,Pennsylvania
Franklin,Pennsylvania
Greene,Pennsylvania
Huntingdon,Pennsylvania
Indiana,Pennsylvania
Juniata,Pennsylvania
Lackawanna,Pennsylvania
Lancaster,Pennsylvania
Lawrence,Pennsylvania
Lebanon,Pennsylvania
Lehigh,Pennsylvania
Luzerne,Pennsylvania
Lycoming,Pennsylvania
McKean,Pennsylvania
Mercer,Pennsylvania
Mifflin,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Montour,Pennsylvania
Northampton,Pennsylvania
Northumberland,Pennsylvania
Perry,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Potter,Pennsylvania
Schuylkill,Pennsylvania
Snyder,Pennsylvania
Somerset,Pennsylvania
Susquehanna,Pennsylvania
Tioga,Pennsylvania
Union,Pennsylvania
Venango,Pennsylvania
Warren,Pennsylvania
Washington,Pennsylvania
Wayne,Pennsylvania
Westmoreland,Pennsylvania
York,Pennsylvania
Unknown,Puerto Rico
Bristol,Rhode Island
Kent,Rhode Island
Newport,Rhode Island
Providence,Rhode Island
Unknown,Rhode Island
Washington,Rhode Island
Abbeville,South Carolina
Aiken,South Carolina
Allendale,South Carolina
Anderson,South Carolina
Bamberg,South Carolina
Barnwell,South Carolina
Beaufort,South Carolina
Berkeley,South Carolina
Calhoun,South Carolina
Charleston,South Carolina
Chester,South Carolina
Chesterfield,South Carolina
Clarendon,South Carolina
Colleton,South Carolina
Darlington,South Carolina
Dillon,South Carolina
Dorchester,South Carolina
Edgefield,South Carolina
Fairfield,South Carolina
Florence,South Carolina
Georgetown,South Carolina
Greenville,South Carolina
Greenwood,South Carolina
Horry,South Carolina
Jasper,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Laurens,South Carolina
Lee,South Carolina
Lexington,South Carolina
Marion,South Carolina
Marlboro,South Carolina
Newberry,South Carolina
Oconee,South Carolina
Orangeburg,South Carolina
Pickens,South Carolina
Richland,South Carolina
Saluda,South Carolina
Spartanburg,South Carolina
Sumter,South Carolina
Union,South Carolina
Williamsburg,South Carolina
York,South Carolina
Aurora,South Dakota
Beadle,South Dakota
Bon Homme,South Dakota
Brookings,South Dakota
Brown,South Dakota
Charles Mix,South Dakota
Clark,South Dakota
Clay,South Dakota
Codington,South Dakota
Davison,South Dakota
Deuel,South Dakota
Fall River,South Dakota
Faulk,South Dakota
Hamlin,South Dakota
Hughes,South Dakota
Hutchinson,South Dakota
Kingsbury,South Dakota
Lawrence,South Dakota
Lincoln,South Dakota
Lyman,South Dakota
Marshall,South Dakota
McCook,South Dakota
Meade,South Dakota
Minnehaha,South Dakota
Pennington,South Dakota
Roberts,South Dakota
Todd,South Dakota
Turner,South Dakota
Union,South Dakota
Yankton,South Dakota
Anderson,Tennessee
Bedford,Tennessee
Benton,Tennessee
Bledsoe,Tennessee
Blount,Tennessee
Bradley,Tennessee
Campbell,Tennessee
Cannon,Tennessee
Carroll,Tennessee
Carter,Tennessee
Cheatham,Tennessee
Chester,Tennessee
Claiborne,Tennessee
Clay,Tennessee
Cocke,Tennessee
Coffee,Tennessee
Cumberland,Tennessee
Davidson,Tennessee
DeKalb,Tennessee
Dickson,Tennessee
Dyer,Tennessee
Fayette,Tennessee
Fentress,Tennessee
Franklin,Tennessee
Gibson,Tennessee
Giles,Tennessee
Grainger,Tennessee
Greene,Tennessee
Grundy,Tennessee
Hamblen,Tennessee
Hamilton,Tennessee
Hardeman,Tennessee
Hardin,Tennessee
Hawkins,Tennessee
Haywood,Tennessee
Henry,Tennessee
Hickman,Tennessee
Houston,Tennessee
Humphreys,Tennessee
Jefferson,Tennessee
Johnson,Tennessee
Knox,Tennessee
Lauderdale,Tennessee
Lawrence,Tennessee
Lewis,Tennessee
Lincoln,Tennessee
Loudon,Tennessee
Macon,Tennessee
Madison,Tennessee
Marion,Tennessee
Marshall,Tennessee
Maury,Tennessee
McMinn,Tennessee
McNairy,Tennessee
Meigs,Tennessee
Monroe,Tennessee
Montgomery,Tennessee
Morgan,Tennessee
Obion,Tennessee
Overton,Tennessee
Perry,Tennessee
Putnam,Tennessee
Rhea,Tennessee
Roane,Tennessee
Robertson,Tennessee
Rutherford,Tennessee
Scott,Tennessee
Sequatchie,Tennessee
Sevier,Tennessee
Shelby,Tennessee
Smith,Tennessee
Sullivan,Tennessee
Sumner,Tennessee
Tipton,Tennessee
Trousdale,Tennessee
Unicoi,Tennessee
Union,Tennessee
Unknown,Tennessee
Warren,Tennessee
Washington,Tennessee
Wayne,Tennessee
Weakley,Tennessee
White,Tennessee
Williamson,Tennessee
Wilson,Tennessee
Anderson,Texas
Andrews,Texas
Angelina,Texas
Aransas,Texas
Atascosa,Texas
Austin,Texas
Bastrop,Texas
Bell,Texas
Bexar,Texas
Blanco,Texas
Bowie,Texas
Brazoria,Texas
Brazos,Texas
Brown,Texas
Burleson,Texas
Burnet,Texas
Caldwell,Texas
Calhoun,Texas
Cameron,Texas
Camp,Texas
Cass,Texas
Castro,Texas
Chambers,Texas
Cherokee,Texas
Clay,Texas
Collin,Texas
Colorado,Texas
Comal,Texas
Comanche,Texas
Cooke,Texas
Coryell,Texas
Crane,Texas
Dallas,Texas
Dawson,Texas
DeWitt,Texas
Deaf Smith,Texas
Denton,Texas
Eastland,Texas
Ector,Texas
El Paso,Texas
Ellis,Texas
Erath,Texas
Falls,Texas
Fannin,Texas
Fayette,Texas
Fort Bend,Texas
Franklin,Texas
Gaines,Texas
Galveston,Texas
Gonzales,Texas
Gray,Texas
Grayson,Texas
Gregg,Texas
Grimes,Texas
Guadalupe,Texas
Hale,Texas
Hall,Texas
Hardin,Texas
Harris,Texas
Harrison,Texas
Hays,Texas
Henderson,Texas
Hidalgo,Texas
Hill,Texas
Hockley,Texas
Hood,Texas
Hopkins,Texas
Hunt,Texas
Jackson,Texas
Jefferson,Texas
Johnson,Texas
Karnes,Texas
Kaufman,Texas
Kendall,Texas
Kerr,Texas
Kleberg,Texas
Lamar,Texas
Lamb,Texas
Lavaca,Texas
Leon,Texas
Liberty,Texas
Limestone,Texas
Live Oak,Texas
Llano,Texas
Lubbock,Texas
Lynn,Texas
Martin,Texas
Matagorda,Texas
Maverick,Texas
McLennan,Texas
Medina,Texas
Midland,Texas
Milam,Texas
Montague,Texas
Montgomery,Texas
Moore,Texas
Morris,Texas
Nacogdoches,Texas
Navarro,Texas
Newton,Texas
Nueces,Texas
Oldham,Texas
Orange,Texas
Parker,Texas
Polk,Texas
Potter,Texas
Randall,Texas
Robertson,Texas
Rockwall,Texas
Rusk,Texas
San Augustine,Texas
San Jacinto,Texas
San Patricio,Texas
Shelby,Texas
Smith,Texas
Starr,Texas
Swisher,Texas
Tarrant,Texas
Taylor,Texas
Terry,Texas
Tom Green,Texas
Travis,Texas
Upshur,Texas
Uvalde,Texas
Val Verde,Texas
Van Zandt,Texas
Victoria,Texas
Walker,Texas
Waller,Texas
Washington,Texas
Webb,Texas
Wharton,Texas
Wichita,Texas
Willacy,Texas
Williamson,Texas
Wilson,Texas
Wise,Texas
Wood,Texas
Yoakum,Texas
Young,Texas
Box Elder,Utah
Cache,Utah
Davis,Utah
Garfield,Utah
Iron,Utah
Morgan,Utah
Salt Lake,Utah
San Juan,Utah
Summit,Utah
Tooele,Utah
Uintah,Utah
Unknown,Utah
Utah,Utah
Wasatch,Utah
Washington,Utah
Weber,Utah
Addison,Vermont
Bennington,Vermont
Caledonia,Vermont
Chittenden,Vermont
Franklin,Vermont
Lamoille,Vermont
Orange,Vermont
Orleans,Vermont
Rutland,Vermont
Unknown,Vermont
Washington,Vermont
Windham,Vermont
Windsor,Vermont
Unknown,Virgin Islands
Accomack,Virginia
Albemarle,Virginia
Alexandria city,Virginia
Alleghany,Virginia
Amelia,Virginia
Amherst,Virginia
Arlington,Virginia
Augusta,Virginia
Bedford,Virginia
Botetourt,Virginia
Bristol city,Virginia
Brunswick,Virginia
Buckingham,Virginia
Campbell,Virginia
Carroll,Virginia
Charlottesville city,Virginia
Chesapeake city,Virginia
Chesterfield,Virginia
Clarke,Virginia
Covington city,Virginia
Culpeper,Virginia
Danville city,Virginia
Fairfax,Virginia
Fairfax city,Virginia
Fauquier,Virginia
Fluvanna,Virginia
Franklin,Virginia
Franklin city,Virginia
Frederick,Virginia
Fredericksburg city,Virginia
Galax city,Virginia
Gloucester,Virginia
Goochland,Virginia
Greene,Virginia
Greensville,Virginia
Halifax,Virginia
Hampton city,Virginia
Hanover,Virginia
Harrisonburg city,Virginia
Henrico,Virginia
Henry,Virginia
Hopewell city,Virginia
Isle of Wight,Virginia
James City,Virginia
King George,Virginia
King William,Virginia
King and Queen,Virginia
Lancaster,Virginia
Lee,Virginia
Loudoun,Virginia
Louisa,Virginia
Lynchburg city,Virginia
Madison,Virginia
Manassas Park city,Virginia
Manassas city,Virginia
Mathews,Virginia
Mecklenburg,Virginia
Montgomery,Virginia
Nelson,Virginia
New Kent,Virginia
Newport News city,Virginia
Norfolk city,Virginia
Northampton,Virginia
Northumberland,Virginia
Nottoway,Virginia
Orange,Virginia
Page,Virginia
Petersburg city,Virginia
Pittsylvania,Virginia
Poquoson city,Virginia
Portsmouth city,Virginia
Powhatan,Virginia
Prince Edward,Virginia
Prince George,Virginia
Prince William,Virginia
Radford city,Virginia
Richmond city,Virginia
Roanoke,Virginia
Roanoke city,Virginia
Rockbridge,Virginia
Rockingham,Virginia
Shenandoah,Virginia
Smyth,Virginia
Southampton,Virginia
Spotsylvania,Virginia
Stafford,Virginia
Suffolk city,Virginia
Surry,Virginia
Sussex,Virginia
Tazewell,Virginia
Virginia Beach city,Virginia
Warren,Virginia
Washington,Virginia
Waynesboro city,Virginia
Williamsburg city,Virginia
Winchester city,Virginia
Wythe,Virginia
York,Virginia
Adams,Washington
Benton,Washington
Chelan,Washington
Clallam,Washington
Clark,Washington
Columbia,Washington
Cowlitz,Washington
Douglas,Washington
Ferry,Washington
Franklin,Washington
Grant,Washington
Grays Harbor,Washington
Island,Washington
Jefferson,Washington
King,Washington
Kitsap,Washington
Kittitas,Washington
Klickitat,Washington
Lewis,Washington
Lincoln,Washington
Mason,Washington
Okanogan,Washington
Pierce,Washington
San Juan,Washington
Skagit,Washington
Skamania,Washington
Snohomish,Washington
Spokane,Washington
Stevens,Washington
Thurston,Washington
Walla Walla,Washington
Whatcom,Washington
Whitman,Washington
Yakima,Washington
Barbour,West Virginia
Berkeley,West Virginia
Cabell,West Virginia
Greenbrier,West Virginia
Hancock,West Virginia
Hardy,West Virginia
Harrison,West Virginia
Jackson,West Virginia
Jefferson,West Virginia
Kanawha,West Virginia
Logan,West Virginia
Marion,West Virginia
Marshall,West Virginia
Mason,West Virginia
Mercer,West Virginia
Monongalia,West Virginia
Morgan,West Virginia
Ohio,West Virginia
Pleasants,West Virginia
Preston,West Virginia
Putnam,West Virginia
Raleigh,West Virginia
Randolph,West Virginia
Roane,West Virginia
Tucker,West Virginia
Upshur,West Virginia
Wetzel,West Virginia
Wirt,West Virginia
Wood,West Virginia
Ashland,Wisconsin
Bayfield,Wisconsin
Brown,Wisconsin
Buffalo,Wisconsin
Calumet,Wisconsin
Chippewa,Wisconsin
Clark,Wisconsin
Columbia,Wisconsin
Crawford,Wisconsin
Dane,Wisconsin
Dodge,Wisconsin
Door,Wisconsin
Douglas,Wisconsin
Dunn,Wisconsin
Eau Claire,Wisconsin
Fond du Lac,Wisconsin
Grant,Wisconsin
Green,Wisconsin
Iowa,Wisconsin
Iron,Wisconsin
Jackson,Wisconsin
Jefferson,Wisconsin
Juneau,Wisconsin
Kenosha,Wisconsin
La Crosse,Wisconsin
Marathon,Wisconsin
Marinette,Wisconsin
Marquette,Wisconsin
Menominee,Wisconsin
Milwaukee,Wisconsin
Monroe,Wisconsin
Oconto,Wisconsin
Oneida,Wisconsin
Outagamie,Wisconsin
Ozaukee,Wisconsin
Pierce,Wisconsin
Portage,Wisconsin
Racine,Wisconsin
Richland,Wisconsin
Rock,Wisconsin
Sauk,Wisconsin
Sheboygan,Wisconsin
St. Croix,Wisconsin
Vilas,Wisconsin
Walworth,Wisconsin
Washington,Wisconsin
Waukesha,Wisconsin
Waupaca,Wisconsin
Winnebago,Wisconsin
Wood,Wisconsin
Albany,Wyoming
Campbell,Wyoming
Carbon,Wyoming
Converse,Wyoming
Fremont,Wyoming
Goshen,Wyoming
Hot Springs,Wyoming
Johnson,Wyoming
Laramie,Wyoming
Natrona,Wyoming
Park,Wyoming
Sheridan,Wyoming
Sublette,Wyoming
Sweetwater,Wyoming
Teton,Wyoming
Washakie,Wyoming
Autauga,Alabama
Baldwin,Alabama
Bibb,Alabama
Blount,Alabama
Bullock,Alabama
Butler,Alabama
Calhoun,Alabama
Chambers,Alabama
Cherokee,Alabama
Chilton,Alabama
Choctaw,Alabama
Clarke,Alabama
Clay,Alabama
Cleburne,Alabama
Coffee,Alabama
Colbert,Alabama
Conecuh,Alabama
Coosa,Alabama
Covington,Alabama
Crenshaw,Alabama
Cullman,Alabama
Dale,Alabama
Dallas,Alabama
DeKalb,Alabama
Elmore,Alabama
Escambia,Alabama
Etowah,Alabama
Fayette,Alabama
Franklin,Alabama
Greene,Alabama
Hale,Alabama
Houston,Alabama
Jackson,Alabama
Jefferson,Alabama
Lamar,Alabama
Lauderdale,Alabama
Lawrence,Alabama
Lee,Alabama
Limestone,Alabama
Lowndes,Alabama
Macon,Alabama
Madison,Alabama
Marengo,Alabama
Marion,Alabama
Marshall,Alabama
Mobile,Alabama
Monroe,Alabama
Montgomery,Alabama
Morgan,Alabama
Pickens,Alabama
Pike,Alabama
Randolph,Alabama
Russell,Alabama
Shelby,Alabama
St. Clair,Alabama
Sumter,Alabama
Talladega,Alabama
Tallapoosa,Alabama
Tuscaloosa,Alabama
Walker,Alabama
Washington,Alabama
Wilcox,Alabama
Winston,Alabama
Anchorage,Alaska
Fairbanks North Star Borough,Alaska
Juneau City and Borough,Alaska
Kenai Peninsula Borough,Alaska
Ketchikan Gateway Borough,Alaska
Matanuska-Susitna Borough,Alaska
Unknown,Alaska
Yukon-Koyukuk Census Area,Alaska
Apache,Arizona
Cochise,Arizona
Coconino,Arizona
Gila,Arizona
Graham,Arizona
Greenlee,Arizona
La Paz,Arizona
Maricopa,Arizona
Mohave,Arizona
Navajo,Arizona
Pima,Arizona
Pinal,Arizona
Santa Cruz,Arizona
Yavapai,Arizona
Yuma,Arizona
Arkansas,Arkansas
Ashley,Arkansas
Baxter,Arkansas
Benton,Arkansas
Boone,Arkansas
Bradley,Arkansas
Carroll,Arkansas
Chicot,Arkansas
Clark,Arkansas
Cleburne,Arkansas
Cleveland,Arkansas
Columbia,Arkansas
Conway,Arkansas
Craighead,Arkansas
Crawford,Arkansas
Crittenden,Arkansas
Cross,Arkansas
Desha,Arkansas
Drew,Arkansas
Faulkner,Arkansas
Garland,Arkansas
Grant,Arkansas
Greene,Arkansas
Hempstead,Arkansas
Hot Spring,Arkansas
Howard,Arkansas
Independence,Arkansas
Jefferson,Arkansas
Johnson,Arkansas
Lawrence,Arkansas
Lee,Arkansas
Lincoln,Arkansas
Lonoke,Arkansas
Miller,Arkansas
Mississippi,Arkansas
Monroe,Arkansas
Nevada,Arkansas
Newton,Arkansas
Ouachita,Arkansas
Perry,Arkansas
Pike,Arkansas
Poinsett,Arkansas
Polk,Arkansas
Pope,Arkansas
Pulaski,Arkansas
Randolph,Arkansas
Saline,Arkansas
Scott,Arkansas
Searcy,Arkansas
Sebastian,Arkansas
Sevier,Arkansas
Sharp,Arkansas
St. Francis,Arkansas
Stone,Arkansas
Union,Arkansas
Unknown,Arkansas
Van Buren,Arkansas
Washington,Arkansas
White,Arkansas
Woodruff,Arkansas
Alameda,California
Alpine,California
Amador,California
Butte,California
Calaveras,California
Colusa,California
Contra Costa,California
El Dorado,California
Fresno,California
Glenn,California
Humboldt,California
Imperial,California
Inyo,California
Kern,California
Kings,California
Los Angeles,California
Madera,California
Marin,California
Mendocino,California
Merced,California
Mono,California
Monterey,California
Napa,California
Nevada,California
Orange,California
Placer,California
Plumas,California
Riverside,California
Sacramento,California
San Benito,California
San Bernardino,California
San Diego,California
San Francisco,California
San Joaquin,California
San Luis Obispo,California
San Mateo,California
Santa Barbara,California
Santa Clara,California
Santa Cruz,California
Shasta,California
Siskiyou,California
Solano,California
Sonoma,California
Stanislaus,California
Sutter,California
Tulare,California
Tuolumne,California
Ventura,California
Yolo,California
Yuba,California
Adams,Colorado
Alamosa,Colorado
Arapahoe,Colorado
Archuleta,Colorado
Baca,Colorado
Boulder,Colorado
Broomfield,Colorado
Chaffee,Colorado
Clear Creek,Colorado
Costilla,Colorado
Crowley,Colorado
Custer,Colorado
Delta,Colorado
Denver,Colorado
Douglas,Colorado
Eagle,Colorado
El Paso,Colorado
Elbert,Colorado
Fremont,Colorado
Garfield,Colorado
Grand,Colorado
Gunnison,Colorado
Hinsdale,Colorado
Huerfano,Colorado
Jefferson,Colorado
Kit Carson,Colorado
La Plata,Colorado
Lake,Colorado
Larimer,Colorado
Lincoln,Colorado
Logan,Colorado
Mesa,Colorado
Mineral,Colorado
Moffat,Colorado
Montezuma,Colorado
Montrose,Colorado
Morgan,Colorado
Otero,Colorado
Park,Colorado
Phillips,Colorado
Pitkin,Colorado
Pueblo,Colorado
Rio Grande,Colorado
Routt,Colorado
Saguache,Colorado
San Miguel,Colorado
Summit,Colorado
Teller,Colorado
Unknown,Colorado
Washington,Colorado
Weld,Colorado
Yuma,Colorado
Fairfield,Connecticut
Hartford,Connecticut
Litchfield,Connecticut
Middlesex,Connecticut
New Haven,Connecticut
New London,Connecticut
Tolland,Connecticut
Unknown,Connecticut
Windham,Connecticut
Kent,Delaware
New Castle,Delaware
Sussex,Delaware
District of Columbia,District of Columbia
Alachua,Florida
Baker,Florida
Bay,Florida
Bradford,Florida
Brevard,Florida
Broward,Florida
Calhoun,Florida
Charlotte,Florida
Citrus,Florida
Clay,Florida
Collier,Florida
Columbia,Florida
DeSoto,Florida
Duval,Florida
Escambia,Florida
Flagler,Florida
Gadsden,Florida
Glades,Florida
Gulf,Florida
Hardee,Florida
Hendry,Florida
Hernando,Florida
Highlands,Florida
Hillsborough,Florida
Holmes,Florida
Indian River,Florida
Jackson,Florida
Lake,Florida
Lee,Florida
Leon,Florida
Levy,Florida
Madison,Florida
Manatee,Florida
Marion,Florida
Martin,Florida
Miami-Dade,Florida
Monroe,Florida
Nassau,Florida
Okaloosa,Florida
Okeechobee,Florida
Orange,Florida
Osceola,Florida
Palm Beach,Florida
Pasco,Florida
Pinellas,Florida
Polk,Florida
Putnam,Florida
Santa Rosa,Florida
Sarasota,Florida
Seminole,Florida
St. Johns,Florida
St. Lucie,Florida
Sumter,Florida
Suwannee,Florida
Union,Florida
Unknown,Florida
Volusia,Florida
Wakulla,Florida
Walton,Florida
Washington,Florida
Appling,Georgia
Bacon,Georgia
Baker,Georgia
Baldwin,Georgia
Banks,Georgia
Barrow,Georgia
Bartow,Georgia
Ben Hill,Georgia
Berrien,Georgia
Bibb,Georgia
Bleckley,Georgia
Brooks,Georgia
Bryan,Georgia
Bulloch,Georgia
Burke,Georgia
Butts,Georgia
Calhoun,Georgia
Camden,Georgia
Candler,Georgia
Carroll,Georgia
Catoosa,Georgia
Charlton,Georgia
Chatham,Georgia
Chattahoochee,Georgia
Chattooga,Georgia
Cherokee,Georgia
Clarke,Georgia
Clay,Georgia
Clayton,Georgia
Clinch,Georgia
Cobb,Georgia
Coffee,Georgia
Colquitt,Georgia
Columbia,Georgia
Cook,Georgia
Coweta,Georgia
Crisp,Georgia
Dade,Georgia
Dawson,Georgia
DeKalb,Georgia
Decatur,Georgia
Dodge,Georgia
Dooly,Georgia
Dougherty,Georgia
Douglas,Georgia
Early,Georgia
Effingham,Georgia
Emanuel,Georgia
Fannin,Georgia
Fayette,Georgia
Floyd,Georgia
Forsyth,Georgia
Franklin,Georgia
Fulton,Georgia
Gilmer,Georgia
Glynn,Georgia
Gordon,Georgia
Grady,Georgia
Greene,Georgia
Gwinnett,Georgia
Habersham,Georgia
Hall,Georgia
Haralson,Georgia
Harris,Georgia
Hart,Georgia
Heard,Georgia
Henry,Georgia
Houston,Georgia
Irwin,Georgia
Jackson,Georgia
Jasper,Georgia
Jefferson,Georgia
Jenkins,Georgia
Johnson,Georgia
Jones,Georgia
Lamar,Georgia
Lanier,Georgia
Laurens,Georgia
Lee,Georgia
Liberty,Georgia
Lincoln,Georgia
Long,Georgia
Lowndes,Georgia
Lumpkin,Georgia
Macon,Georgia
Madison,Georgia
McDuffie,Georgia
McIntosh,Georgia
Meriwether,Georgia
Miller,Georgia
Mitchell,Georgia
Monroe,Georgia
Morgan,Georgia
Murray,Georgia
Muscogee,Georgia
Newton,Georgia
Oconee,Georgia
Oglethorpe,Georgia
Paulding,Georgia
Peach,Georgia
Pickens,Georgia
Pierce,Georgia
Pike,Georgia
Polk,Georgia
Pulaski,Georgia
Putnam,Georgia
Rabun,Georgia
Randolph,Georgia
Richmond,Georgia
Rockdale,Georgia
Schley,Georgia
Screven,Georgia
Seminole,Georgia
Spalding,Georgia
Stephens,Georgia
Stewart,Georgia
Sumter,Georgia
Talbot,Georgia
Tattnall,Georgia
Taylor,Georgia
Telfair,Georgia
Terrell,Georgia
Thomas,Georgia
Tift,Georgia
Toombs,Georgia
Troup,Georgia
Turner,Georgia
Twiggs,Georgia
Union,Georgia
Unknown,Georgia
Upson,Georgia
Walker,Georgia
Walton,Georgia
Ware,Georgia
Warren,Georgia
Washington,Georgia
Webster,Georgia
Wheeler,Georgia
White,Georgia
Whitfield,Georgia
Wilcox,Georgia
Wilkes,Georgia
Wilkinson,Georgia
Worth,Georgia
Unknown,Guam
Hawaii,Hawaii
Honolulu,Hawaii
Kauai,Hawaii
Maui,Hawaii
Unknown,Hawaii
Ada,Idaho
Adams,Idaho
Bannock,Idaho
Bingham,Idaho
Blaine,Idaho
Bonner,Idaho
Bonneville,Idaho
Camas,Idaho
Canyon,Idaho
Cassia,Idaho
Custer,Idaho
Elmore,Idaho
Fremont,Idaho
Gem,Idaho
Gooding,Idaho
Idaho,Idaho
Jefferson,Idaho
Jerome,Idaho
Kootenai,Idaho
Latah,Idaho
Lewis,Idaho
Lincoln,Idaho
Madison,Idaho
Minidoka,Idaho
Nez Perce,Idaho
Owyhee,Idaho
Payette,Idaho
Teton,Idaho
Twin Falls,Idaho
Valley,Idaho
Washington,Idaho
Adams,Illinois
Bond,Illinois
Bureau,Illinois
Carroll,Illinois
Champaign,Illinois
Christian,Illinois
Clark,Illinois
Clinton,Illinois
Cook,Illinois
Crawford,Illinois
Cumberland,Illinois
DeKalb,Illinois
Douglas,Illinois
DuPage,Illinois
Fayette,Illinois
Ford,Illinois
Franklin,Illinois
Grundy,Illinois
Henry,Illinois
Iroquois,Illinois
Jackson,Illinois
Jo Daviess,Illinois
Kane,Illinois
Kankakee,Illinois
Kendall,Illinois
Knox,Illinois
LaSalle,Illinois
Lake,Illinois
Livingston,Illinois
Logan,Illinois
Macon,Illinois
Macoupin,Illinois
Madison,Illinois
Marion,Illinois
Marshall,Illinois
Massac,Illinois
McHenry,Illinois
McLean,Illinois
Menard,Illinois
Mercer,Illinois
Monroe,Illinois
Montgomery,Illinois
Morgan,Illinois
Moultrie,Illinois
Ogle,Illinois
Peoria,Illinois
Piatt,Illinois
Randolph,Illinois
Rock Island,Illinois
Saline,Illinois
Sangamon,Illinois
St. Clair,Illinois
Stephenson,Illinois
Tazewell,Illinois
Unknown,Illinois
Vermilion,Illinois
Washington,Illinois
Whiteside,Illinois
Will,Illinois
Williamson,Illinois
Winnebago,Illinois
Woodford,Illinois
Adams,Indiana
Allen,Indiana
Bartholomew,Indiana
Blackford,Indiana
Boone,Indiana
Brown,Indiana
Carroll,Indiana
Cass,Indiana
Clark,Indiana
Clay,Indiana
Clinton,Indiana
Crawford,Indiana
DeKalb,Indiana
Dearborn,Indiana
Decatur,Indiana
Delaware,Indiana
Dubois,Indiana
Elkhart,Indiana
Fayette,Indiana
Floyd,Indiana
Fountain,Indiana
Franklin,Indiana
Fulton,Indiana
Gibson,Indiana
Grant,Indiana
Greene,Indiana
Hamilton,Indiana
Hancock,Indiana
Harrison,Indiana
Hendricks,Indiana
Henry,Indiana
Howard,Indiana
Huntington,Indiana
Jackson,Indiana
Jasper,Indiana
Jay,Indiana
Jefferson,Indiana
Jennings,Indiana
Johnson,Indiana
Knox,Indiana
Kosciusko,Indiana
LaGrange,Indiana
LaPorte,Indiana
Lake,Indiana
Lawrence,Indiana
Madison,Indiana
Marion,Indiana
Marshall,Indiana
Miami,Indiana
Monroe,Indiana
Montgomery,Indiana
Morgan,Indiana
Newton,Indiana
Noble,Indiana
Ohio,Indiana
Orange,Indiana
Owen,Indiana
Porter,Indiana
Posey,Indiana
Putnam,Indiana
Randolph,Indiana
Ripley,Indiana
Rush,Indiana
Scott,Indiana
Shelby,Indiana
Spencer,Indiana
St. Joseph,Indiana
Starke,Indiana
Steuben,Indiana
Sullivan,Indiana
Switzerland,Indiana
Tippecanoe,Indiana
Tipton,Indiana
Vigo,Indiana
Wabash,Indiana
Warren,Indiana
Warrick,Indiana
Washington,Indiana
Wayne,Indiana
Wells,Indiana
White,Indiana
Whitley,Indiana
Adair,Iowa
Allamakee,Iowa
Appanoose,Iowa
Audubon,Iowa
Benton,Iowa
Black Hawk,Iowa
Boone,Iowa
Bremer,Iowa
Buchanan,Iowa
Butler,Iowa
Carroll,Iowa
Cedar,Iowa
Cerro Gordo,Iowa
Clay,Iowa
Clayton,Iowa
Clinton,Iowa
Crawford,Iowa
Dallas,Iowa
Des Moines,Iowa
Dickinson,Iowa
Dubuque,Iowa
Fayette,Iowa
Guthrie,Iowa
Hancock,Iowa
Hardin,Iowa
Harrison,Iowa
Henry,Iowa
Iowa,Iowa
Jackson,Iowa
Jasper,Iowa
Jefferson,Iowa
Johnson,Iowa
Jones,Iowa
Keokuk,Iowa
Kossuth,Iowa
Linn,Iowa
Madison,Iowa
Mahaska,Iowa
Marshall,Iowa
Mitchell,Iowa
Monona,Iowa
Montgomery,Iowa
Muscatine,Iowa
O'Brien,Iowa
Page,Iowa
Polk,Iowa
Pottawattamie,Iowa
Poweshiek,Iowa
Scott,Iowa
Shelby,Iowa
Sioux,Iowa
Story,Iowa
Tama,Iowa
Taylor,Iowa
Van Buren,Iowa
Wapello,Iowa
Warren,Iowa
Washington,Iowa
Webster,Iowa
Winneshiek,Iowa
Woodbury,Iowa
Wright,Iowa
Atchison,Kansas
Barton,Kansas
Bourbon,Kansas
Butler,Kansas
Chautauqua,Kansas
Cherokee,Kansas
Clay,Kansas
Cloud,Kansas
Coffey,Kansas
Cowley,Kansas
Crawford,Kansas
Doniphan,Kansas
Douglas,Kansas
Finney,Kansas
Ford,Kansas
Franklin,Kansas
Gove,Kansas
Harvey,Kansas
Jackson,Kansas
Jefferson,Kansas
Johnson,Kansas
Labette,Kansas
Leavenworth,Kansas
Linn,Kansas
Lyon,Kansas
McPherson,Kansas
Miami,Kansas
Mitchell,Kansas
Montgomery,Kansas
